Date,Type,Check_case,AN,AP,AR,AS,BR,CH,CT,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UP,UT,WB
30-04-2020,delta,recovered,1,34,0,0,20,1,2,2,0,0,86,3,10,0,24,13,14,0,0,180,0,0,21,0,0,2,3,0,79,0,33,48,0,41,8,5
30-04-2020,delta7,confirmed,11,510,0,7,255,47,4,1139,0,0,1771,0,69,57,180,120,50,4,0,4071,0,0,938,0,0,54,197,1,620,0,68,640,1,701,10,302
30-04-2020,delta7,recovered,5,180,0,10,40,4,6,286,0,0,355,10,65,11,124,84,67,1,0,933,0,0,279,0,0,8,38,1,442,0,190,506,0,345,12,45
30-04-2020,delta7,tested,1445,46526,198,4006,8887,548,7195,16665,2551,825,21623,2113,10620,5607,8769,28034,6147,1108,0,46497,486,148,17164,43,46,15712,12448,805,33940,0,4316,53771,0,32530,2092,8535
30-04-2020,total,confirmed,33,1403,1,43,425,74,40,3515,0,7,4395,40,339,110,614,565,498,22,0,10498,12,2,2625,1,0,143,480,8,2584,0,1038,2323,3,2211,57,758
30-04-2020,total,recovered,16,321,1,29,84,18,36,1094,0,7,613,28,235,19,216,229,383,17,0,1773,0,2,482,0,0,41,104,5,893,0,442,1258,2,551,36,124
30-04-2020,total,tested,2848,94558,694,9520,22672,1147,17541,47225,3464,2031,64007,6133,28202,10987,19746,60156,27481,2245,0,135694,1595,459,41712,180,653,31696,21205,2353,103704,0,19278,119748,3215,78013,6565,16525
01-05-2020,delta,tested,906,7902,30,0,1446,105,498,0,539,150,4767,339,1989,784,1949,4742,1531,185,0,8465,0,2,2404,0,11,2437,1971,345,4839,0,0,9615,1613,4446,477,2041
01-05-2020,delta7,confirmed,4,508,0,7,243,61,7,1224,0,0,1906,0,82,54,185,115,47,4,0,4689,0,0,869,0,0,60,287,1,632,0,61,771,1,707,9,281
01-05-2020,delta7,recovered,5,258,0,14,54,3,6,310,0,0,471,12,55,13,138,99,61,1,0,922,10,0,314,0,0,22,38,1,623,0,173,446,0,428,12,36
01-05-2020,delta7,tested,1075,48122,198,2840,9194,614,6653,13553,3090,975,22031,2144,11346,5609,9931,28940,7072,1293,0,48949,465,59,17883,43,57,15675,12565,994,34059,0,4316,56960,1613,29293,2275,9633
01-05-2020,total,confirmed,33,1463,1,43,466,88,43,3738,0,7,4721,40,357,113,639,589,498,22,0,11506,12,2,2715,1,0,154,585,8,2666,0,1044,2526,3,2328,57,795
01-05-2020,total,recovered,16,403,1,33,98,18,36,1167,0,7,736,30,241,21,247,251,392,17,0,1879,10,2,524,0,0,55,108,5,1116,0,464,1312,2,654,37,139
01-05-2020,total,tested,3754,102460,724,9520,24118,1252,18039,47225,4003,2181,68774,6472,30191,11771,21695,64898,29012,2430,0,144159,1595,461,44116,180,664,34133,23176,2698,108543,0,19278,129363,4828,82459,7042,18566
02-05-2020,delta,recovered,10,38,0,0,19,1,0,89,0,0,160,3,1,1,7,20,8,0,0,121,0,0,100,0,0,1,4,0,126,0,35,29,0,44,2,12
02-05-2020,delta7,recovered,15,270,0,14,72,4,4,387,0,0,614,11,51,14,142,113,62,1,0,924,10,0,343,0,0,22,40,1,729,0,192,381,0,437,13,48
02-05-2020,delta7,tested,1075,47137,198,4464,9839,728,5443,22691,2617,1166,25801,2213,10930,5423,10571,30647,10916,1297,0,50173,538,52,18712,46,61,15994,11598,1126,34941,0,4316,59380,1740,28878,2175,11096
02-05-2020,total,confirmed,33,1525,1,43,481,94,43,4122,0,7,5054,40,376,115,666,601,500,23,0,12296,12,2,2788,1,0,160,772,9,2772,0,1061,2757,5,2487,59,922
02-05-2020,total,recovered,26,441,1,33,117,19,36,1256,0,7,896,33,242,22,254,271,400,17,0,2000,10,2,624,0,0,56,112,5,1242,0,499,1341,2,698,39,151
02-05-2020,total,tested,3754,108403,724,11623,25724,1462,18039,58210,4003,2372,74116,6836,31200,12393,23406,69730,33276,2434,0,151085,1707,468,46578,183,674,36593,24868,2990,113934,0,19278,139490,4955,85729,7369,20976
03-05-2020,delta,recovered,6,47,0,0,7,0,0,106,0,0,146,1,3,5,33,22,1,0,0,115,0,0,174,0,0,4,5,1,114,0,46,38,0,56,0,-19
03-05-2020,delta7,recovered,21,257,0,6,68,2,4,485,0,0,729,12,46,14,150,111,59,1,0,927,10,0,496,0,0,25,33,2,727,0,229,359,0,427,13,27
03-05-2020,delta7,tested,1075,46903,242,3800,9910,860,6116,22633,2427,1342,28969,2284,13811,5249,12079,31934,11654,1297,0,51775,538,52,23954,37,71,15842,12122,1178,37298,0,4316,62502,1947,34042,2301,12022
03-05-2020,total,confirmed,33,1583,1,43,517,97,57,4549,0,7,5428,40,442,115,701,614,500,42,0,12974,12,2,2837,1,0,162,1102,9,2886,0,1082,3023,17,2645,60,1198
03-05-2020,total,recovered,32,488,1,33,124,19,36,1362,0,7,1042,34,245,27,287,293,401,17,0,2115,10,2,798,0,0,60,117,6,1356,0,545,1379,2,754,39,132
03-05-2020,total,tested,3754,114937,810,11623,26951,1616,19902,60246,4328,2548,80060,7185,35278,13055,26038,74898,34608,2434,0,159754,1707,468,49186,183,684,38658,26439,3155,120240,0,19278,150107,5162,95841,7578,22915
04-05-2020,delta7,recovered,21,289,0,6,71,4,4,554,0,0,801,9,41,10,139,128,107,1,0,1183,10,0,499,0,0,23,30,1,694,0,253,335,0,403,13,113
04-05-2020,delta7,tested,906,50678,285,4658,10166,835,4915,24197,2055,1358,31073,2324,15190,5075,13211,33508,11295,1502,0,53227,630,155,25086,37,79,16025,13029,1267,41481,170,4316,68189,2179,31155,2343,13073
04-05-2020,total,confirmed,33,1650,1,43,528,102,58,4898,0,7,5804,41,517,115,726,651,500,42,0,14541,12,2,2942,1,0,169,1232,9,3061,0,1085,3550,30,2766,60,1259
04-05-2020,total,recovered,32,524,1,33,127,21,36,1431,0,7,1195,34,254,27,303,321,462,17,0,2465,10,2,856,0,0,60,128,6,1438,0,585,1409,2,802,39,218
04-05-2020,total,tested,3754,125229,869,12775,28345,1678,19902,64108,4434,2899,84648,7430,38183,13832,28199,79193,35441,2639,0,168374,1884,571,52095,183,708,41128,28545,3281,129258,170,19278,162970,5394,98300,7806,25116
05-05-2020,delta7,recovered,17,331,0,6,94,4,2,390,0,0,947,9,32,14,144,124,103,1,0,1431,10,0,627,1,0,22,32,1,755,0,254,357,0,525,13,155
05-05-2020,delta7,tested,906,53158,360,5325,9001,789,5586,24482,2402,1320,33531,2502,16156,5656,14693,33294,11457,1502,0,54703,562,155,23535,30,85,17976,13178,1404,42481,181,215,72954,2635,34927,2321,14348
05-05-2020,total,confirmed,33,1717,1,45,535,119,59,5104,1,7,6245,42,548,125,741,673,503,42,0,15525,12,2,3049,1,0,177,1451,9,3158,0,1096,4058,43,2880,61,1344
05-05-2020,total,recovered,32,589,1,33,158,21,36,1468,0,7,1381,34,256,33,320,331,462,17,0,2819,10,2,1000,1,0,60,133,6,1525,0,628,1485,2,987,39,264
05-05-2020,total,tested,3754,133492,970,13442,28791,1713,21323,67852,4781,3096,89632,7893,40982,15064,31312,83806,36312,2639,0,175323,1944,571,54595,188,724,44663,30199,3560,134987,181,19278,174828,5850,105234,8060,27571
06-05-2020,delta7,recovered,17,442,0,6,94,4,2,450,0,0,973,9,35,18,130,138,100,0,0,1501,10,0,638,1,0,22,34,1,925,0,239,306,0,620,11,146
06-05-2020,delta7,tested,906,53213,377,3922,8148,773,5642,24709,2046,1540,35703,2719,17131,5640,15827,33373,11719,690,0,53020,547,155,20758,16,119,18346,13390,1413,41790,189,0,78280,3013,36172,2300,15521
06-05-2020,total,confirmed,33,1777,1,46,542,124,59,5532,1,7,6625,43,594,127,775,693,503,42,0,16758,12,2,3138,1,0,205,1526,9,3317,0,1107,4829,65,2998,61,1456
06-05-2020,total,recovered,32,729,1,35,158,21,36,1542,0,7,1500,34,260,37,322,354,469,17,0,3094,10,2,1099,1,0,61,135,6,1739,0,648,1516,2,1130,39,265
06-05-2020,total,tested,3754,141274,1039,13442,29328,1785,22188,71934,4967,3411,95191,8491,43279,15908,34277,88777,37546,2639,0,181746,1944,571,54595,195,763,47454,32060,3641,139580,189,19278,188241,6228,109888,8346,30141
07-05-2020,delta,recovered,1,51,0,0,60,0,0,389,0,0,209,0,0,4,13,12,5,0,0,207,0,0,132,0,0,1,14,0,150,0,45,31,0,120,0,31
07-05-2020,delta7,recovered,17,459,0,6,134,3,0,837,0,0,1096,6,25,22,119,137,91,0,0,1528,10,0,749,1,0,21,45,1,996,0,251,289,0,699,3,172
07-05-2020,delta7,tested,906,54803,450,3922,7169,698,4647,30009,1808,1380,36546,2872,18293,6114,17960,33379,10725,394,0,53526,459,225,19308,17,133,18818,13496,1513,41806,216,0,82688,3702,35657,2218,16227
07-05-2020,total,confirmed,33,1833,1,54,550,135,59,5980,1,7,7013,46,625,132,793,705,503,42,0,17974,12,2,3252,1,0,219,1644,9,3427,0,1122,5409,89,3071,61,1548
07-05-2020,total,recovered,33,780,1,35,218,21,36,1931,0,7,1709,34,260,41,335,366,474,17,0,3301,10,2,1231,1,0,62,149,6,1889,0,693,1547,2,1250,39,296
07-05-2020,total,tested,3754,149361,1144,13442,29841,1845,22188,77234,5272,3411,100553,9005,46495,17101,37706,93535,38206,2639,0,189220,2054,684,61020,197,786,50514,34701,3866,145510,216,19278,202436,6917,113670,8783,32752
08-05-2020,delta7,recovered,17,439,0,2,169,3,2,853,0,0,1136,4,38,20,117,125,92,1,0,1591,0,0,825,1,0,8,44,3,895,0,263,293,0,733,8,184
08-05-2020,total,confirmed,33,1887,1,60,579,146,59,6318,1,7,7403,50,647,154,823,753,504,42,0,19063,12,2,3341,1,0,270,1731,10,3579,0,1132,6009,119,3214,63,1678
08-05-2020,total,recovered,33,842,1,35,267,21,38,2020,0,7,1872,34,279,41,364,376,484,18,0,3470,10,2,1349,1,0,63,152,8,2011,0,727,1605,2,1387,45,323
08-05-2020,total,tested,3754,156681,1354,13442,30320,1913,23629,81367,5430,4140,105386,9522,49746,17219,42427,98081,39266,2639,0,200477,2054,756,63705,199,805,52974,37950,4111,152245,216,19278,216416,7448,119688,9116,35767
09-05-2020,delta7,recovered,7,446,0,2,201,5,7,764,0,0,1195,2,48,56,114,115,85,1,0,1800,0,0,856,1,0,12,45,3,920,0,252,483,0,801,7,221
09-05-2020,total,confirmed,33,1930,1,62,611,169,59,6542,1,7,7797,52,675,156,836,794,506,42,0,20228,13,2,3457,1,0,352,1762,10,3708,0,1163,6535,136,3373,67,1786
09-05-2020,total,recovered,33,887,1,35,318,24,43,2020,0,7,2091,35,290,78,368,386,485,18,0,3800,10,2,1480,1,0,68,157,8,2162,0,751,1824,2,1499,46,372
09-05-2020,total,tested,3754,165069,1597,16167,31552,2055,24506,84226,5430,4524,109650,10208,53282,18632,44753,103098,40123,3503,0,210174,2287,865,68010,201,848,56322,39462,4266,159157,219,19278,229670,8340,124791,9386,39368
10-05-2020,delta7,recovered,1,437,0,2,230,5,13,707,0,0,1503,1,55,51,96,129,88,4,0,2084,0,0,878,1,0,8,49,3,885,0,206,580,0,899,7,285
10-05-2020,total,confirmed,33,1980,1,63,707,173,59,6923,1,7,8195,58,703,157,861,848,513,42,0,22171,13,2,3614,1,0,377,1823,12,3814,0,1196,7204,152,3467,68,1939
10-05-2020,total,recovered,33,925,1,35,354,24,49,2069,0,7,2545,35,300,78,383,422,489,21,0,4199,10,2,1676,1,0,68,166,9,2241,0,751,1959,2,1653,46,417
10-05-2020,total,tested,3754,173735,1823,18002,32670,2142,25282,93810,5581,4848,113493,10791,56983,20832,47080,107311,41279,3503,0,225524,2287,1096,72069,201,862,59780,40962,4364,166424,219,19278,243037,9091,129955,9668,43414
11-05-2020,delta7,recovered,1,474,0,7,250,7,17,698,0,0,1585,1,83,51,124,105,27,5,0,2321,0,0,891,1,0,25,40,3,886,0,216,642,0,956,7,281
11-05-2020,total,confirmed,33,2018,1,65,749,181,59,7233,1,7,8542,59,730,161,879,862,520,42,0,23401,13,2,3785,1,0,415,1877,12,3988,0,1275,8002,152,3573,68,2063
11-05-2020,total,recovered,33,998,1,40,377,28,53,2129,0,7,2780,35,337,78,427,426,489,22,0,4786,10,2,1747,1,0,85,168,9,2324,0,801,2051,2,1758,46,499
11-05-2020,total,tested,3754,181144,2078,19589,34662,2177,25282,97678,5763,5307,116470,11267,59735,21201,51334,111595,41700,3503,0,218914,2480,1337,76039,206,875,63478,42306,4486,176130,219,19278,254899,9596,135760,9915,47615
12-05-2020,delta7,recovered,1,467,0,7,224,9,18,1044,1,0,1865,1,86,46,135,102,27,5,0,2306,0,0,860,0,0,56,38,3,929,0,194,649,0,886,7,348
12-05-2020,total,confirmed,33,2089,1,65,879,187,59,7639,1,7,8904,67,780,172,934,925,525,42,0,24427,13,2,3986,1,0,437,1914,12,4126,0,1326,8718,154,3664,69,2173
12-05-2020,total,recovered,33,1056,1,40,382,30,54,2512,1,7,3246,35,342,79,455,433,489,22,0,5125,10,2,1860,1,0,116,171,9,2454,0,822,2134,2,1873,46,612
12-05-2020,total,tested,3754,191874,2257,21791,37430,2276,27339,106109,5977,5307,119536,12224,62377,22815,53726,116533,42461,3503,0,222284,2480,1337,80885,224,882,68057,43999,4486,185610,348,19278,266687,10344,140166,10471,52622
13-05-2020,delta7,recovered,1,413,0,5,242,9,19,1316,1,0,2062,1,158,50,144,97,21,5,0,2453,1,0,905,0,0,82,65,3,834,0,291,659,0,835,7,437
13-05-2020,total,confirmed,33,2137,1,80,953,191,59,7998,1,7,9268,68,793,177,971,959,535,43,0,25922,13,2,4173,1,0,538,1924,13,4328,0,1367,9227,155,3758,72,2290
13-05-2020,total,recovered,33,1142,1,40,400,30,55,2858,1,7,3562,35,418,87,466,451,490,22,0,5547,11,2,2004,1,0,143,200,9,2573,0,939,2175,2,1965,46,702
13-05-2020,total,tested,3754,201196,2483,21791,39149,2420,28837,113345,6294,5307,122297,13190,65785,25769,57111,121178,43648,3683,0,231061,2480,1706,85903,224,889,72756,46026,4919,194683,439,19278,279467,11146,145637,10792,57632
14-05-2020,total,confirmed,33,2205,1,87,999,191,60,8470,1,15,9592,74,818,203,983,987,561,43,0,27524,13,3,4426,1,0,672,1935,16,4534,0,1414,9674,156,3902,78,2377
14-05-2020,total,recovered,33,1192,1,40,412,37,56,3045,1,7,3753,35,439,87,485,460,493,22,0,6089,11,2,2171,1,0,158,223,9,2638,0,952,2240,29,2072,50,768
14-05-2020,total,tested,3754,210452,2677,25824,40782,2505,29697,119736,6554,6736,124708,14256,69191,27789,63515,128373,45039,3683,0,240482,2480,1706,89760,273,891,77150,47408,5112,204243,579,19278,291432,11804,153139,11294,62837
15-05-2020,total,confirmed,33,2307,1,90,1033,191,66,8895,1,15,9932,76,854,211,1013,1056,577,43,0,29100,13,3,4595,1,0,737,1932,16,4747,0,1454,10108,156,4057,82,2461
15-05-2020,total,recovered,33,1252,1,41,440,40,56,3518,1,7,4035,35,464,97,513,480,493,24,0,6564,11,2,2283,1,0,166,305,9,2729,0,959,2599,42,2165,51,829
15-05-2020,total,tested,3754,219490,2942,28178,42645,2586,31341,125189,6916,7304,127859,15557,72326,29236,70306,133724,46831,3683,0,250898,2712,1799,93849,273,910,81919,49301,5312,212317,348,19278,303104,12561,159282,12045,69543
16-05-2020,delta,tested,2923,0,221,3098,1695,132,1337,5656,0,707,10548,977,2771,1789,5885,6300,1602,384,0,10917,0,101,5828,9,7,4221,1312,172,9122,492,4110,10535,617,3823,552,7745
16-05-2020,delta7,tested,2923,54421,1566,15109,12788,663,8172,46619,1486,3487,28757,6326,21815,12393,31438,36926,8310,564,0,51641,425,1035,31667,81,69,29818,11151,1218,62282,621,4110,83969,4838,38314,3211,37920
16-05-2020,total,confirmed,33,2355,1,93,1178,191,67,9333,1,20,10989,78,887,217,1121,1092,588,43,0,30706,13,7,4790,1,0,737,1946,17,4960,0,1509,10585,167,4258,91,2576
16-05-2020,total,recovered,33,1353,1,41,473,51,58,3926,1,7,4308,39,514,113,542,496,497,24,0,7088,11,2,2315,1,0,196,1257,9,2944,0,971,3538,64,2441,51,892
16-05-2020,total,tested,6677,219490,3163,31276,44340,2718,32678,130845,6916,8011,138407,16534,75097,31025,76191,140024,48433,4067,0,261815,2712,1900,99677,282,917,86140,50613,5484,221439,840,23388,313639,13178,163105,12597,77288
17-05-2020,delta7,tested,2923,65263,1526,16374,13059,670,7396,41981,1576,3937,30107,6626,21046,12388,33854,38087,8757,564,0,48516,425,804,31829,81,90,31443,10850,1255,65522,728,4110,83683,4659,42264,3544,42542
17-05-2020,total,confirmed,33,2380,1,101,1320,191,85,9755,1,29,11380,80,910,223,1183,1147,602,43,0,33053,13,7,4977,1,0,828,1964,17,5202,0,1551,11224,165,4464,92,2677
17-05-2020,total,recovered,33,1456,1,42,473,51,59,4202,1,7,4499,40,562,113,575,509,497,24,0,7688,11,2,2403,1,0,220,1366,9,3055,0,992,4172,85,2636,52,959
17-05-2020,total,tested,6677,238998,3349,34376,45729,2812,32678,135791,7157,8785,143600,17417,78029,33220,80934,145398,50036,4067,0,274040,2712,1900,103898,282,952,91223,51812,5619,231946,947,23388,326720,13750,172219,13212,85956
18-05-2020,delta7,tested,2923,67627,1584,18309,12334,715,11324,42049,1808,3478,32354,6957,20963,14158,37267,40068,9359,716,0,63523,416,1146,36129,95,86,32288,10649,1268,67346,868,4110,82942,4690,40719,3955,45955
18-05-2020,total,confirmed,33,2432,1,116,1423,196,95,10054,1,38,11746,90,928,228,1289,1246,631,43,0,35058,13,7,5236,1,0,876,1980,17,5507,0,1592,11760,165,4605,96,2824
18-05-2020,total,recovered,33,1552,1,42,517,54,59,4485,1,7,4804,42,598,127,609,530,497,43,0,8437,12,2,2435,1,0,277,1547,9,3218,0,1002,4406,89,2783,52,1006
18-05-2020,total,tested,6677,248771,3662,37898,46996,2892,36606,139727,7571,8785,148824,18224,80698,35359,88601,151663,51059,4219,0,282437,2896,2483,112168,301,961,95766,52955,5754,243476,1087,23388,337841,14286,176479,13870,93570
19-05-2020,delta,tested,288,9679,279,3218,3567,139,2404,6127,258,764,5850,1421,1846,2230,8225,6936,1529,511,0,11835,208,0,4305,12,17,4536,2679,75,11057,117,0,10333,797,5705,821,8712
19-05-2020,delta7,tested,3211,66576,1684,19325,13133,755,11671,39745,1852,4242,35138,7421,20167,14774,43100,42066,10127,1227,0,71988,624,1146,35588,89,96,32245,11635,1343,68923,856,4110,81487,4739,42018,4220,49660
19-05-2020,total,confirmed,33,2489,1,158,1519,199,100,10554,1,46,12141,92,964,248,1317,1395,643,43,0,37136,13,9,5465,1,0,978,2002,22,5845,0,1634,12448,173,4926,111,2961
19-05-2020,total,recovered,33,1621,1,42,517,57,59,4750,1,7,5043,47,627,127,647,543,497,43,0,9639,12,2,2631,1,0,307,1642,10,3337,0,1011,4895,116,2918,52,1074
19-05-2020,total,tested,6965,258450,3941,41116,50563,3031,39010,145854,7829,9549,154674,19645,82544,37589,96826,158599,52588,4730,0,294272,3104,2483,116473,313,978,100302,55634,5829,254533,1204,23388,348174,15083,182184,14691,102282
20-05-2020,delta,tested,117,9162,216,5968,2798,0,0,4428,308,587,6098,1502,1400,1813,5124,8182,2045,0,0,13263,315,604,4264,2,7,5612,2103,131,11022,138,0,11894,739,8980,812,8720
20-05-2020,delta7,tested,3328,66416,1674,25293,14212,611,10173,36937,1843,4829,38475,7957,18159,13633,44839,45603,10985,1047,0,76474,939,1381,34834,91,96,33158,11711,1041,70872,903,4110,80601,4676,45527,4711,53370
20-05-2020,total,confirmed,33,2560,1,189,1776,202,114,11088,1,50,12539,110,993,290,1390,1462,667,44,0,39297,14,25,5735,1,0,1052,2005,23,6015,0,1661,13191,173,5175,126,3103
20-05-2020,total,recovered,33,1664,1,49,571,136,59,5192,1,7,5219,50,648,129,678,556,502,43,0,10318,12,2,2734,1,0,343,1794,10,3404,0,1013,5882,116,3066,53,1136
20-05-2020,total,tested,7082,267612,4157,47084,53361,3031,39010,150282,8137,10136,160772,21147,83944,39402,101950,166781,54633,4730,0,307535,3419,3087,120737,315,985,105914,57737,5960,265555,1342,23388,360068,15822,191164,15503,111002
21-05-2020,delta,tested,85,8092,281,4646,2331,338,6512,4103,319,723,5380,1494,4194,2534,5158,7516,1740,561,0,12386,0,0,4871,5,16,2518,1881,146,10419,0,0,12464,1051,15647,1025,4242
21-05-2020,delta7,tested,3413,65252,1761,25906,14910,864,15825,34649,1902,4123,41444,8385,18947,14147,43593,45924,11334,1608,0,79439,939,1381,35848,47,110,31282,12210,994,71731,763,4110,81100,5069,53672,5234,52407
21-05-2020,total,confirmed,33,2605,1,211,1987,218,128,11659,1,52,12910,152,1030,303,1449,1605,691,44,0,41642,14,25,5981,1,0,1103,2028,23,6227,0,1699,13967,175,5515,145,3197
21-05-2020,total,recovered,33,1705,1,55,571,178,59,5567,1,7,5488,55,681,136,684,571,510,43,0,11726,12,2,2844,1,0,393,1819,10,3485,0,1036,6282,148,3204,53,1193
21-05-2020,total,tested,7167,275704,4438,51730,55692,3369,45522,154385,8456,10859,166152,22641,88138,41936,107108,174297,56373,5291,0,319921,3419,3087,125608,320,1001,108432,59618,6106,275974,1342,23388,372532,16873,206811,16528,115244
22-05-2020,delta,tested,96,8415,406,4061,2789,162,2594,5870,523,503,6410,1605,2981,2052,7751,12229,2009,214,0,13166,263,634,3452,4,34,5005,2781,127,11190,295,0,12653,848,7249,1480,5355
22-05-2020,delta7,tested,3509,64629,1902,27613,15836,945,16775,35066,2063,4058,44703,8689,18793,14752,44553,52802,11551,1822,0,82189,970,1922,35211,51,125,31518,13098,921,74847,1289,4110,82081,5160,54778,5963,51056
22-05-2020,total,confirmed,33,2667,1,226,2166,219,172,12319,1,54,13273,168,1067,323,1489,1743,733,46,0,44582,14,26,6170,1,0,1189,2029,26,6494,0,1761,14753,175,5735,153,3332
22-05-2020,total,recovered,33,1731,1,55,629,178,62,5897,1,16,5880,55,706,136,720,597,512,43,0,12583,12,2,3089,1,0,436,1847,10,3680,0,1043,7128,152,3324,53,1221
22-05-2020,total,tested,7263,284119,4844,55791,58481,3531,48116,160255,8979,11362,172562,24246,91119,43988,114859,186526,58382,5505,0,333087,3682,3721,129060,324,1035,113437,62399,6233,287164,1637,23388,385185,17721,214060,18008,120599
23-05-2020,delta,tested,64,8850,362,4614,2739,218,1647,4792,319,583,5506,1659,2916,1797,9215,9670,2061,222,0,15845,0,373,3709,12,30,5009,1168,116,16771,70,0,12155,1016,3807,1240,9009
23-05-2020,delta7,tested,650,73479,2043,29129,16880,1031,17085,34202,2382,3934,39661,9371,18938,14760,47883,56172,12010,1660,0,87117,970,2194,33092,54,148,32306,12954,865,82496,867,0,83701,5559,54762,6651,52320
23-05-2020,total,confirmed,33,2714,1,347,2394,225,214,12910,2,55,13669,185,1131,350,1569,1959,795,49,0,47190,14,29,6371,1,0,1269,2045,26,6742,1,1813,15512,191,6017,244,3459
23-05-2020,total,recovered,33,1779,1,57,653,179,64,6267,1,16,6169,57,750,141,774,608,515,43,0,13404,12,2,3267,1,0,497,1870,10,3786,0,1068,7491,152,3406,55,1281
23-05-2020,total,tested,7327,292969,5206,60405,61220,3749,49763,165047,9298,11945,178068,25905,94035,45785,124074,196196,60443,5727,0,348932,3682,4094,132769,336,1065,118446,63567,6349,303935,1707,23388,397340,18737,217867,19248,129608
24-05-2020,delta7,tested,650,65328,2079,32068,18012,1092,17085,34082,2521,3714,39268,9871,18977,15421,49499,60915,11864,1663,0,89430,970,2194,31991,60,145,32611,14330,917,85121,908,0,82895,5528,57402,7757,52868
24-05-2020,total,confirmed,33,2780,2,393,2574,262,252,13418,2,66,14063,203,1184,370,1621,2089,848,52,0,50231,14,32,6665,1,0,1336,2060,41,7028,1,1854,16277,194,6268,317,3667
24-05-2020,total,recovered,33,1841,1,58,702,179,64,6540,1,16,6412,59,765,148,809,654,520,43,0,14600,12,4,3408,1,0,550,1898,12,3848,0,1092,8324,165,3538,58,1339
24-05-2020,total,tested,7327,304326,5428,66444,63741,3904,49763,169873,9678,12499,182868,27288,97006,48641,130433,206313,61900,5730,0,363470,3682,4094,135889,342,1097,123834,66142,6536,317067,1855,23388,409615,19278,229621,20969,138824
25-05-2020,delta,tested,36,10240,569,3585,0,185,5259,4596,407,361,3493,1058,2981,2068,3755,13581,1109,166,0,15715,0,947,2695,17,269,3942,1071,70,10769,248,0,11835,1593,6001,1148,9225
25-05-2020,delta7,tested,686,65795,2335,32131,16745,1197,18416,34742,2514,4075,37537,10122,19289,15350,45587,68231,11950,1677,0,96748,786,2558,26416,58,405,32010,14258,852,84360,1016,0,83609,6585,59143,8247,54479
25-05-2020,total,confirmed,33,2886,2,549,2737,266,292,14053,2,67,14468,223,1213,405,1668,2182,897,53,0,52667,15,36,6859,1,3,1438,2081,49,7300,1,1920,17082,198,6497,349,3816
25-05-2020,total,recovered,33,1892,1,63,733,187,67,6771,1,19,6636,63,802,148,809,705,532,43,0,15786,12,4,3571,1,0,649,1913,17,4056,0,1164,8731,165,3660,58,1414
25-05-2020,total,tested,7363,314566,5997,70029,63741,4089,55022,174469,10085,12860,186361,28346,99987,50709,134188,219894,63009,5896,0,379185,3682,5041,138584,359,1366,127776,67213,6606,327836,2103,23388,421450,20871,235622,22117,148049
26-05-2020,delta,tested,85,8148,322,2625,0,118,2457,4110,303,443,2952,1033,2031,2600,6774,9020,2294,0,0,11572,2871,1192,2924,79,0,3819,2605,71,9323,152,0,10289,1178,4966,959,9228
26-05-2020,delta7,tested,483,64264,2378,31538,13178,1176,18469,32725,2559,3754,34639,9734,19474,15720,44136,70315,12715,1166,0,96485,3449,3750,25035,125,388,31293,14184,848,82626,1051,0,83565,6966,58404,8385,54995
26-05-2020,total,confirmed,33,2983,2,683,2968,278,360,14465,2,67,14829,247,1305,426,1759,2283,964,53,0,54758,20,39,7024,1,4,1517,2106,49,7536,1,2032,17728,232,6724,400,4009
26-05-2020,total,recovered,33,2017,1,63,800,187,79,6954,1,28,7137,63,824,153,833,764,542,43,0,16954,12,4,3689,1,0,733,1918,17,4276,0,1284,9342,165,3824,64,1486
26-05-2020,total,tested,7448,322714,6319,72654,63741,4207,57479,178579,10388,13303,189313,29379,102018,53309,140962,228914,65303,5896,0,390757,6553,6233,141508,438,1366,131595,69818,6677,337159,2255,23388,431739,22049,240588,23076,157277
27-05-2020,delta,tested,51,9664,117,0,4521,125,1841,5783,484,608,4550,1473,2729,2118,4200,12694,2658,0,0,14263,132,603,4636,0,188,4679,2650,131,13441,162,0,11231,1215,0,899,9236
27-05-2020,delta7,tested,417,64766,2279,25570,14901,1301,20310,34080,2735,3775,33091,9705,20803,16025,43212,74827,13328,1166,0,97485,3266,3749,25407,123,569,30360,14731,848,85045,1075,0,82902,7442,49424,8472,55511
27-05-2020,total,confirmed,33,3117,2,784,3036,279,364,15257,2,68,15205,273,1381,433,1921,2418,1004,54,0,56948,20,44,7261,1,9,1593,2139,49,7816,1,2139,18545,242,6991,469,4192
27-05-2020,total,recovered,33,2065,1,88,918,187,83,7264,1,37,7547,66,838,153,854,781,552,43,0,17918,12,4,3927,1,0,812,1918,17,4562,0,1321,9909,165,3991,79,1578
27-05-2020,total,tested,7499,332378,6436,72654,68262,4332,59320,184362,10872,13911,193863,30852,104747,55427,145162,241608,67961,5896,0,405020,6685,6836,146144,438,1554,136274,72468,6808,350600,2417,23388,442970,23264,240588,23975,166513
